Game,Ncomments,Ndiscomfort,Pdiscomfort,name
Battlefleet Gothic: Armada,37,0.0,0.0,battlefleetgothicarmada
Battlefleet Gothic: Armada 2,24,0.0,0.0,battlefleetgothicarmada2
Battlerite,37,4.0,0.1081081081081081,battlerite
Battleship: Surface Thunder,6,0.0,0.0,battleshipsurfacethunder
Battlestar Galactica,14,0.0,0.0,battlestargalactica
Battlestar Galactica Deadlock,12,2.0,0.1666666666666666,battlestargalacticadeadlock
Battlestations: Midway,22,0.0,0.0,battlestationsmidway
Battlestations: Pacific,28,0.0,0.0,battlestationspacific
Battletoads,76,1.0,0.0131578947368421,battletoads
Battlezone 98 Redux,10,0.0,0.0,battlezone98redux
Battlezone: Combat Commander,9,0.0,0.0,battlezonecombatcommander
Bayonetta,119,2.0,0.0168067226890756,bayonetta
BeachHead 2000,20,0.0,0.0,beachhead2000
Beacon Pines,16,0.0,0.0,beaconpines
Beam Breakers,8,0.0,0.0,beambreakers
Bear With Me: Episode 1,30,0.0,0.0,bearwithmeepisode1
Bear and Breakfast,9,0.0,0.0,bearandbreakfast
Beat Cop,19,0.0,0.0,beatcop
Beat Hazard,54,1.0,0.0185185185185185,beathazard
Beat Saber,58,0.0,0.0,beatsaber
Beatbuddy: Tale of the Guardians,15,0.0,0.0,beatbuddytaleoftheguardians
Beautiful Desolation,17,1.0,0.0588235294117647,beautifuldesolation
Bee Simulator,42,0.0,0.0,beesimulator
Before We Leave,19,2.0,0.1052631578947368,beforeweleave
Before Your Eyes,69,1.0,0.0144927536231884,beforeyoureyes
Before the Echo,41,0.0,0.0,beforetheecho
Behind the Frame: The Finest Scenery,8,0.0,0.0,behindtheframethefinestscenery
Beholder,78,1.0,0.0128205128205128,beholder
Beijing 2008: The Official Video Game of the Olympic Games,23,0.0,0.0,beijing2008theofficialvideogameoftheolympicgames
Bejeweled 3,21,0.0,0.0,bejeweled3
Bejeweled Twist,9,0.0,0.0,bejeweledtwist
Belief & Betrayal,17,0.0,0.0,beliefbetrayal
Below,28,0.0,0.0,below
Beowulf: The Game,16,0.0,0.0,beowulfthegame
Besieger,6,0.0,0.0,besieger
Best Month Ever!,9,0.0,0.0,bestmonthever
Bet on Soldier: Blood Sport,23,1.0,0.0434782608695652,betonsoldierbloodsport
Betrayal At Club Low,6,0.0,0.0,betrayalatclublow
Betrayer,29,1.0,0.0344827586206896,betrayer
Between Me and The Night,6,0.0,0.0,betweenmeandthenight
Beyond A Steel Sky,19,0.0,0.0,beyondasteelsky
Beyond Atlantis II,7,0.0,0.0,beyondatlantisii
Beyond Blue,9,0.0,0.0,beyondblue
Beyond Divinity,14,0.0,0.0,beyonddivinity
Beyond Eyes,32,0.0,0.0,beyondeyes
Beyond Good & Evil,61,2.0,0.0327868852459016,beyondgoodevil
Beyond the Law: The Third Wave,9,0.0,0.0,beyondthelawthethirdwave
Beyond: Two Souls,91,0.0,0.0,beyondtwosouls
Bientot l'ete,14,0.0,0.0,bientotlete
Big Mutha Truckers 2,15,0.0,0.0,bigmuthatruckers2
Big Oil: Build an Oil Empire,24,0.0,0.0,bigoilbuildanoilempire
Big Pharma,14,0.0,0.0,bigpharma
Big Scale Racing,13,0.0,0.0,bigscaleracing
Binary Domain,99,1.0,0.0101010101010101,binarydomain
BioShock,1019,6.0,0.0058881256133464,bioshock
BioShock 2,282,5.0,0.0177304964539007,bioshock2
BioShock Infinite,1882,14.0,0.0074388947927736,bioshockinfinite
BioShock Infinite: Burial at Sea - Episode One,126,0.0,0.0,bioshockinfiniteburialatseaepisodeone
BioShock Infinite: Burial at Sea - Episode Two,94,0.0,0.0,bioshockinfiniteburialatseaepisodetwo
BioShock: The Collection,33,0.0,0.0,bioshockthecollection
Biomutant,198,3.0,0.0151515151515151,biomutant
Bionic Commando,42,0.0,0.0,bioniccommando
Bionic Commando: Rearmed,38,0.0,0.0,bioniccommandorearmed
Bionicle,20,0.0,0.0,bionicle
Bionicle Heroes,18,0.0,0.0,bionicleheroes
Biped,22,1.0,0.0454545454545454,biped
Birth of America,11,0.0,0.0,birthofamerica
Bit.Trip Fate,16,0.0,0.0,bittripfate
Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien,39,1.0,0.0256410256410256,bittrippresentsrunner2futurelegendofrhythmalien
Black & White,55,1.0,0.0181818181818181,blackwhite
Black & White 2,40,0.0,0.0,blackwhite2
Black & White 2 - Battle of the Gods,11,0.0,0.0,blackwhite2battleofthegods
Black & White: Creature Isle,10,0.0,0.0,blackwhitecreatureisle
Black Book,20,0.0,0.0,blackbook
Black Desert Online,333,4.0,0.012012012012012,blackdesertonline
Black Future '88,26,0.0,0.0,blackfuture88
Black Legend,40,0.0,0.0,blacklegend
Black Mesa,242,1.0,0.0041322314049586,blackmesa
Black Mirror,32,0.0,0.0,blackmirror
Black Mirror II: Reigning Evil,13,0.0,0.0,blackmirroriireigningevil
Black Mirror III: Final Fear,13,0.0,0.0,blackmirroriiifinalfear
Black The Fall,21,0.0,0.0,blackthefall
BlackSite: Area 51,21,0.0,0.0,blacksitearea51
Blackguards,109,0.0,0.0,blackguards
Blackguards 2,26,0.0,0.0,blackguards2
Blacklight: Retribution,137,0.0,0.0,blacklightretribution
Blacklight: Tango Down,22,0.0,0.0,blacklighttangodown
Blacksad: Under the Skin,30,0.0,0.0,blacksadundertheskin
Blacktail,12,0.0,0.0,blacktail
Blackwood Crossing,8,0.0,0.0,blackwoodcrossing
Blade & Soul,118,1.0,0.0084745762711864,bladesoul
Blade & Sword,18,0.0,0.0,bladesword
Blade Arcus from Shining: Battle Arena,9,0.0,0.0,bladearcusfromshiningbattlearena
Blade Kitten,30,0.0,0.0,bladekitten
Blade of Darkness (2001),43,0.0,0.0,bladeofdarkness2001
Bladed Fury,18,0.0,0.0,bladedfury
Blair Witch,145,0.0,0.0,blairwitch
Blair Witch Volume I: Rustin Parr,15,0.0,0.0,blairwitchvolumeirustinparr
Blair Witch Volume II: The Legend of Coffin Rock,8,0.0,0.0,blairwitchvolumeiithelegendofcoffinrock
Blair Witch Volume III: The Elly Kedward Tale,9,0.0,0.0,blairwitchvolumeiiitheellykedwardtale
Blanc,6,0.0,0.0,blanc
Blasphemous,103,1.0,0.0097087378640776,blasphemous
BlazBlue: Chrono Phantasma Extend,7,0.0,0.0,blazbluechronophantasmaextend
BlazeRush,12,0.0,0.0,blazerush
Blazing Angels 2: Secret Missions of WWII,7,0.0,0.0,blazingangels2secretmissionsofwwii
Blazing Angels: Squadrons of WWII,17,0.0,0.0,blazingangelssquadronsofwwii
Blazing Chrome,16,1.0,0.0625,blazingchrome
Bleed 2,10,0.0,0.0,bleed2
Bleeding Edge,44,0.0,0.0,bleedingedge
Blightbound,6,0.0,0.0,blightbound
Blind Fate: Edo no Yami,9,0.0,0.0,blindfateedonoyami
Blitzkrieg (2003),36,0.0,0.0,blitzkrieg2003
Blitzkrieg 2,17,0.0,0.0,blitzkrieg2
Blitzkrieg 3,13,0.0,0.0,blitzkrieg3
Blitzkrieg II: Fall of the Reich,7,0.0,0.0,blitzkriegiifallofthereich
Blitzkrieg: Burning Horizon,12,0.0,0.0,blitzkriegburninghorizon
Blitzkrieg: Rolling Thunder,13,0.0,0.0,blitzkriegrollingthunder
Blizzard Arcade Collection,10,0.0,0.0,blizzardarcadecollection
Block N Load,21,0.0,0.0,blocknload
Blocks That Matter,23,0.0,0.0,blocksthatmatter
Blood (1997),32,0.0,0.0,blood1997
Blood Alloy: Reborn,8,0.0,0.0,bloodalloyreborn
Blood Bowl,31,0.0,0.0,bloodbowl
Blood Bowl 2,44,2.0,0.0454545454545454,bloodbowl2
Blood Bowl III,26,0.0,0.0,bloodbowliii
Blood Bowl: Legendary Edition,35,1.0,0.0285714285714285,bloodbowllegendaryedition
Blood II: The Chosen,27,0.0,0.0,bloodiithechosen
Blood Omen 2,20,0.0,0.0,bloodomen2
Blood Stone: 007,28,0.0,0.0,bloodstone007
Blood of the Werewolf,23,0.0,0.0,bloodofthewerewolf
BloodRayne,38,1.0,0.0263157894736842,bloodrayne
BloodRayne 2,53,2.0,0.0377358490566037,bloodrayne2
Bloodline Champions,44,0.0,0.0,bloodlinechampions
Bloodroots,14,0.0,0.0,bloodroots
Bloodsports.TV,8,0.0,0.0,bloodsportstv
Bloodstained: Curse of the Moon,44,0.0,0.0,bloodstainedcurseofthemoon
Bloodstained: Curse of the Moon 2,29,0.0,0.0,bloodstainedcurseofthemoon2
Bloodstained: Ritual of the Night,105,0.0,0.0,bloodstainedritualofthenight
Blue Fire,20,0.0,0.0,bluefire
Blue Reflection: Second Light,9,0.0,0.0,bluereflectionsecondlight
Blueberry Garden,29,0.0,0.0,blueberrygarden
Blues and Bullets - Episode 1: The End of Peace,15,0.0,0.0,bluesandbulletsepisode1theendofpeace
Blur,67,0.0,0.0,blur
Bohemian Killing,13,0.0,0.0,bohemiankilling
Boiling Point: Road to Hell,45,0.0,0.0,boilingpointroadtohell
Bomber Crew,13,1.0,0.0769230769230769,bombercrew
Bombshell (2016),32,0.0,0.0,bombshell2016
Bone: Out From Boneville,15,0.0,0.0,boneoutfromboneville
Bone: The Great Cow Race,8,0.0,0.0,bonethegreatcowrace
Book of Demons,107,0.0,0.0,bookofdemons
Bookbound Brigade,7,0.0,0.0,bookboundbrigade
Bookworm Adventures Deluxe,27,0.0,0.0,bookwormadventuresdeluxe
Bookworm Adventures: Volume 2,18,0.0,0.0,bookwormadventuresvolume2
Boomerang X,16,0.0,0.0,boomerangx
Borderlands,398,5.0,0.0125628140703517,borderlands
Borderlands 2,715,11.0,0.0153846153846153,borderlands2
Borderlands 2: Captain Scarlett and Her Pirate's Booty,22,0.0,0.0,borderlands2captainscarlettandherpiratesbooty
Borderlands 2: Mr. Torgue's Campaign of Carnage,18,0.0,0.0,borderlands2mrtorguescampaignofcarnage
Borderlands 2: Sir Hammerlock's Big Game Hunt,24,0.0,0.0,borderlands2sirhammerlocksbiggamehunt
Borderlands 3,1307,15.0,0.0114766641162968,borderlands3
Borderlands 3: Bounty of Blood,12,0.0,0.0,borderlands3bountyofblood
"Borderlands 3: Guns, Love, and Tentacles",21,0.0,0.0,borderlands3gunsloveandtentacles
Borderlands 3: Moxxi's Heist of the Handsome Jackpot,17,0.0,0.0,borderlands3moxxisheistofthehandsomejackpot
Borderlands 3: Psycho Krieg and the Fantastic Fustercluck,13,0.0,0.0,borderlands3psychokriegandthefantasticfustercluck
Borderlands: The Pre-Sequel,257,2.0,0.0077821011673151,borderlandsthepresequel
Borderlands: The Secret Armory of General Knoxx,27,0.0,0.0,borderlandsthesecretarmoryofgeneralknoxx
Botanicula,85,0.0,0.0,botanicula
Bound by Flame,132,2.0,0.0151515151515151,boundbyflame
Bounty Train,7,0.0,0.0,bountytrain
Boyfriend Dungeon,13,0.0,0.0,boyfrienddungeon
Braid,170,2.0,0.0117647058823529,braid
Brass Tactics,6,0.0,0.0,brasstactics
Breach & Clear: Deadline,7,0.0,0.0,breachcleardeadline
Breach (2011),32,0.0,0.0,breach2011
Breached,16,0.0,0.0,breached
BreakNeck (2000),6,0.0,0.0,breakneck2000
Breathedge,27,0.0,0.0,breathedge
Breed,97,0.0,0.0,breed
Brian Lara International Cricket 2007,10,0.0,0.0,brianlarainternationalcricket2007
Bridge Constructor Portal,29,0.0,0.0,bridgeconstructorportal
Brigade E5: New Jagged Union,21,0.0,0.0,brigadee5newjaggedunion
Brigador,14,0.0,0.0,brigador
Brigandine: The Legend of Runersia,18,0.0,0.0,brigandinethelegendofrunersia
Bright Memory: Infinite,46,0.0,0.0,brightmemoryinfinite
Brink,288,3.0,0.0104166666666666,brink
Broforce,75,0.0,0.0,broforce
Broken Age,29,1.0,0.0344827586206896,brokenage
Broken Age: Act 1,84,1.0,0.0119047619047619,brokenageact1
Broken Age: Act 2,33,0.0,0.0,brokenageact2
Broken Lines,22,1.0,0.0454545454545454,brokenlines
Broken Pieces,10,0.0,0.0,brokenpieces
Broken Sword 5: The Serpents' Curse - Part I,52,1.0,0.0192307692307692,brokensword5theserpentscurseparti
Broken Sword 5: The Serpents' Curse - Part II,21,0.0,0.0,brokensword5theserpentscursepartii
Broken Sword: The Sleeping Dragon,75,0.0,0.0,brokenswordthesleepingdragon
Broken Sword: The Smoking Mirror,33,0.0,0.0,brokenswordthesmokingmirror
Brothers in Arms: Earned in Blood,37,0.0,0.0,brothersinarmsearnedinblood
Brothers in Arms: Hell's Highway,59,1.0,0.0169491525423728,brothersinarmshellshighway
Brothers in Arms: Road to Hill 30,67,1.0,0.0149253731343283,brothersinarmsroadtohill30
Brothers: A Tale of Two Sons,317,1.0,0.0031545741324921,brothersataleoftwosons
Brutal Legend,127,0.0,0.0,brutallegend
Bubsy: The Woolies Strike Back,25,0.0,0.0,bubsythewooliesstrikeback
Buccaneer: The Pursuit of Infamy,15,0.0,0.0,buccaneerthepursuitofinfamy
Bugsnax,35,0.0,0.0,bugsnax
Buildings Have Feelings Too!,17,0.0,0.0,buildingshavefeelingstoo
Bullet Witch,82,0.0,0.0,bulletwitch
Bulletstorm,204,3.0,0.0147058823529411,bulletstorm
Bulletstorm: Full Clip Edition,24,0.0,0.0,bulletstormfullclipedition
Bully: Scholarship Edition,115,0.0,0.0,bullyscholarshipedition
Burnout Paradise: The Ultimate Box,109,0.0,0.0,burnoutparadisetheultimatebox
"Bury Me, My Love",15,0.0,0.0,burymemylove
Bus Driver,15,0.0,0.0,busdriver
Bus Simulator 16,13,0.0,0.0,bussimulator16
Bus Simulator 18,27,0.0,0.0,bussimulator18
Bush Hockey League,8,0.0,0.0,bushhockeyleague
Buzz Aldrin's Space Program Manager,14,0.0,0.0,buzzaldrinsspaceprogrammanager
CALENDULA,18,0.0,0.0,calendula
CAPSIZED,47,1.0,0.0212765957446808,capsized
CHUCHEL,31,0.0,0.0,chuchel
CONSORTIUM,29,0.0,0.0,consortium
CSI: Crime Scene Investigation,15,0.0,0.0,csicrimesceneinvestigation
CSI: Crime Scene Investigation: 3 Dimensions of Murder,12,0.0,0.0,csicrimesceneinvestigation3dimensionsofmurder
CSI: Crime Scene Investigation: Dark Motives,13,0.0,0.0,csicrimesceneinvestigationdarkmotives
CSI: Crime Scene Investigation: Hard Evidence,9,0.0,0.0,csicrimesceneinvestigationhardevidence
CSI: Miami,13,0.0,0.0,csimiami
CSI: NY,16,0.0,0.0,csiny
CULTIC,60,0.0,0.0,cultic
Caesar IV,24,0.0,0.0,caesariv
Californium,10,0.0,0.0,californium
Call for Heroes: Pompolic Wars,27,0.0,0.0,callforheroespompolicwars
Call of Cthulhu,63,0.0,0.0,callofcthulhu
Call of Cthulhu: Dark Corners of the Earth,75,3.0,0.04,callofcthulhudarkcornersoftheearth
Call of Duty,205,0.0,0.0,callofduty
Call of Duty 2,197,2.0,0.0101522842639593,callofduty2
Call of Duty 4: Modern Warfare,634,4.0,0.0063091482649842,callofduty4modernwarfare
Call of Duty: Advanced Warfare,291,5.0,0.0171821305841924,callofdutyadvancedwarfare
Call of Duty: Black Ops,627,6.0,0.0095693779904306,callofdutyblackops
Call of Duty: Black Ops 4,270,5.0,0.0185185185185185,callofdutyblackops4
Call of Duty: Black Ops Cold War,395,8.0,0.020253164556962,callofdutyblackopscoldwar
Call of Duty: Black Ops II,470,9.0,0.0191489361702127,callofdutyblackopsii
Call of Duty: Black Ops III,238,3.0,0.0126050420168067,callofdutyblackopsiii
Call of Duty: Ghosts,891,11.0,0.0123456790123456,callofdutyghosts
Call of Duty: Infinite Warfare,140,4.0,0.0285714285714285,callofdutyinfinitewarfare
Call of Duty: Modern Warfare,1696,14.0,0.008254716981132,callofdutymodernwarfare
Call of Duty: Modern Warfare 2,1498,19.0,0.0126835781041388,callofdutymodernwarfare2
Call of Duty: Modern Warfare 3,1804,48.0,0.0266075388026607,callofdutymodernwarfare3
Call of Duty: Modern Warfare II,166,1.0,0.0060240963855421,callofdutymodernwarfareii
Call of Duty: United Offensive,70,0.0,0.0,callofdutyunitedoffensive
Call of Duty: Vanguard,330,4.0,0.0121212121212121,callofdutyvanguard
Call of Duty: WWII,194,2.0,0.0103092783505154,callofdutywwii
Call of Duty: Warzone,252,1.0,0.0039682539682539,callofdutywarzone
Call of Duty: Warzone 2.0,90,1.0,0.0111111111111111,callofdutywarzone20
Call of Duty: World at War,216,4.0,0.0185185185185185,callofdutyworldatwar
Call of Juarez,67,0.0,0.0,callofjuarez
Call of Juarez: Bound in Blood,72,0.0,0.0,callofjuarezboundinblood
Call of Juarez: Gunslinger,210,3.0,0.0142857142857142,callofjuarezgunslinger
Call of Juarez: The Cartel,109,1.0,0.0091743119266055,callofjuarezthecartel
Call of the Sea,49,0.0,0.0,callofthesea
Call of the Wild: The Angler,7,0.0,0.0,callofthewildtheangler
Call to Power II,8,0.0,0.0,calltopowerii
Candle,20,0.0,0.0,candle
Candleman: The Complete Journey,17,0.0,0.0,candlemanthecompletejourney
Cannibal Cuisine,6,0.0,0.0,cannibalcuisine
Cannon Fodder 3,9,0.0,0.0,cannonfodder3
Capcom Fighting Collection,14,0.0,0.0,capcomfightingcollection
Capitalism II,46,0.0,0.0,capitalismii
Card Hunter (2013),29,0.0,0.0,cardhunter2013
Card Shark,15,0.0,0.0,cardshark
Cargo Commander,15,0.0,0.0,cargocommander
Cargo! The Quest for Gravity,13,0.0,0.0,cargothequestforgravity
Carmageddon 3: TDR 2000,31,0.0,0.0,carmageddon3tdr2000
Carmageddon: Reincarnation,50,2.0,0.04,carmageddonreincarnation
Carnivores: Cityscape,8,0.0,0.0,carnivorescityscape
Carnivores: Ice Age,17,1.0,0.0588235294117647,carnivoresiceage
Carrier Command: Gaea Mission,45,0.0,0.0,carriercommandgaeamission
Carrion,97,1.0,0.0103092783505154,carrion
Cart Life,19,0.0,0.0,cartlife
Carto,31,0.0,0.0,carto
Casino Empire,12,0.0,0.0,casinoempire
"Casino, Inc.",8,0.0,0.0,casinoinc
Castle In The Darkness,23,0.0,0.0,castleinthedarkness
CastleStorm,22,0.0,0.0,castlestorm
Castlevania: Lords of Shadow - Ultimate Edition,122,0.0,0.0,castlevanialordsofshadowultimateedition
Castlevania: Lords of Shadow 2,131,0.0,0.0,castlevanialordsofshadow2
Cat Cafe Manager,6,0.0,0.0,catcafemanager
Cat Quest,21,0.0,0.0,catquest
Cat Quest II: The Lupus Empire,25,0.0,0.0,catquestiithelupusempire
Catherine Classic,32,0.0,0.0,catherineclassic
Catwoman (2004),9,0.0,0.0,catwoman2004
Celeste,215,1.0,0.0046511627906976,celeste
Celtic Kings: Rage of War,20,0.0,0.0,celtickingsrageofwar
Century: Age of Ashes,18,0.0,0.0,centuryageofashes
Ceville,14,0.0,0.0,ceville
Chained Echoes,58,0.0,0.0,chainedechoes
Champions Online,106,1.0,0.0094339622641509,championsonline
Champions of Anteria,17,0.0,0.0,championsofanteria
Championship Manager 2008,21,0.0,0.0,championshipmanager2008
Championship Surfer,7,0.0,0.0,championshipsurfer
Chantelise: A Tale of Two Sisters,24,0.0,0.0,chanteliseataleoftwosisters
Chaos League,6,0.0,0.0,chaosleague
Chaos League: Sudden Death,9,0.0,0.0,chaosleaguesuddendeath
Chaos Reborn,40,0.0,0.0,chaosreborn
Chaos on Deponia,27,0.0,0.0,chaosondeponia
Charlie and the Chocolate Factory,32,0.0,0.0,charlieandthechocolatefactory
Chasm,30,1.0,0.0333333333333333,chasm
Chernobylite,90,1.0,0.0111111111111111,chernobylite
Chessmaster 10th Edition,15,0.0,0.0,chessmaster10thedition
Chessmaster 8000,6,0.0,0.0,chessmaster8000
Chessmaster 9000,14,0.0,0.0,chessmaster9000
Chicken Police - Paint it RED!,28,0.0,0.0,chickenpolicepaintitred
Chicory: A Colorful Tale,50,0.0,0.0,chicoryacolorfultale
Child of Light,110,1.0,0.009090909090909,childoflight
Children of Morta,77,1.0,0.0129870129870129,childrenofmorta
Children of Silentown,6,0.0,0.0,childrenofsilentown
Children of Zodiarcs,9,0.0,0.0,childrenofzodiarcs
Chime Sharp,15,0.0,0.0,chimesharp
Chinatown Detective Agency,12,0.0,0.0,chinatowndetectiveagency
Chivalry 2,108,1.0,0.0092592592592592,chivalry2
Chivalry: Medieval Warfare,325,8.0,0.0246153846153846,chivalrymedievalwarfare
Choo-Choo Charles,32,0.0,0.0,choochoocharles
Choplifter HD,13,0.0,0.0,choplifterhd
Chorus,29,0.0,0.0,chorus
Chris Sawyer's Locomotion,488,2.0,0.0040983606557377,chrissawyerslocomotion
Chroma Squad,28,0.0,0.0,chromasquad
Chrome,30,1.0,0.0333333333333333,chrome
Chrome SpecForce,11,0.0,0.0,chromespecforce
Chronicle of Innsmouth: Mountains of Madness,81,0.0,0.0,chronicleofinnsmouthmountainsofmadness
Chronicles of Mystery: The Scorpio Ritual,8,0.0,0.0,chroniclesofmysterythescorpioritual
Chronology,16,0.0,0.0,chronology
Chronos,13,0.0,0.0,chronos
Chronos: Before the Ashes,15,0.0,0.0,chronosbeforetheashes
Circle of Blood,10,0.0,0.0,circleofblood
Circuit Superstars,12,0.0,0.0,circuitsuperstars
Circus Electrique,10,0.0,0.0,circuselectrique
Cities XL,46,0.0,0.0,citiesxl
Cities XL 2011,26,1.0,0.0384615384615384,citiesxl2011
Cities XL 2012,39,0.0,0.0,citiesxl2012
Cities XXL,55,0.0,0.0,citiesxxl
Cities in Motion,36,0.0,0.0,citiesinmotion
Cities in Motion 2,59,1.0,0.0169491525423728,citiesinmotion2
Cities: Skylines,383,4.0,0.010443864229765,citiesskylines
Cities: Skylines - After Dark,12,0.0,0.0,citiesskylinesafterdark
Cities: Skylines - Natural Disasters,6,0.0,0.0,citiesskylinesnaturaldisasters
Cities: Skylines - Snowfall,11,0.0,0.0,citiesskylinessnowfall
Citizen Sleeper,19,0.0,0.0,citizensleeper
Citizens of Earth,14,0.0,0.0,citizensofearth
City Life,21,0.0,0.0,citylife
City Life 2008 Edition,13,0.0,0.0,citylife2008edition
City Life: World Edition,10,0.0,0.0,citylifeworldedition
City of Brass,16,0.0,0.0,cityofbrass
City of Gangsters,14,0.0,0.0,cityofgangsters
City of Heroes,74,1.0,0.0135135135135135,cityofheroes
City of Villains,27,0.0,0.0,cityofvillains
CivCity: Rome,19,0.0,0.0,civcityrome
Civilization III: Conquests,22,0.0,0.0,civilizationiiiconquests
Civilization III: Play the World,15,0.0,0.0,civilizationiiiplaytheworld
Clandestine,8,0.0,0.0,clandestine
Cleopatra: Queen of the Nile,16,0.0,0.0,cleopatraqueenofthenile
Cleopatra: Riddle of the Tomb,12,0.0,0.0,cleopatrariddleofthetomb
Clive Barker's Jericho,83,0.0,0.0,clivebarkersjericho
Clive Barker's Undying,55,1.0,0.0181818181818181,clivebarkersundying
Clockwork Empires,40,0.0,0.0,clockworkempires
Close Combat: First to Fight,17,0.0,0.0,closecombatfirsttofight
Close Combat: Invasion: Normandy,17,1.0,0.0588235294117647,closecombatinvasionnormandy
Close to the Sun,33,0.0,0.0,closetothesun
Closure,22,1.0,0.0454545454545454,closure
Cloud Chamber,23,0.0,0.0,cloudchamber
Cloudbuilt,27,0.0,0.0,cloudbuilt
Cloudpunk,48,0.0,0.0,cloudpunk
Clustertruck,36,0.0,0.0,clustertruck
Coast Guard,7,0.0,0.0,coastguard
Cobalt,12,0.0,0.0,cobalt
Code Vein,139,1.0,0.0071942446043165,codevein
Codename Panzers: Cold War,9,0.0,0.0,codenamepanzerscoldwar
